Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
03/01/2023,17037,9,DeKalb County,IL,97.9,65345,62.3,64994,65.7,61936,68.7,57307,69.5,13477,95,60848,58,60651,61.3,7135,43.3,57854,64.2,53516,64.9,12771,94.2,34011,55.9,34006,56.1,33405,57.7,31937,59.7,19663,74.8,10785,84.4,12218,62.1,7844,72.7,B,6,6,7,6,6,8,Metro,2,2,3,2,2,4,8,8,8,8,4,4,4,4,104897,98895,16465,90098,82430,13552,15942,16.1,15634,17.4,15202,18.4,7516,55.5
03/01/2023,UNK,9,Unknown County,SC,93,290931,,289810,,284641,,271366,,73131,,216940,,216503,,12595,,212812,,203908,,54951,,75549,34.8,75536,34.9,74998,35.2,73462,36,54385,50.1,33050,60.1,14462,26.6,10164,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23001,,22678,,22165,,11672,
03/01/2023,53065,9,Stevens County,WA,96,20884,45.7,20839,48.1,20311,51.4,19251,53.4,7757,71.1,18641,40.8,18628,43,1326,18.1,18194,46,17302,48,7048,64.6,10289,55.2,10289,55.2,10196,56,9977,57.7,8120,67.1,5318,75.5,4486,55.2,3241,60.9,B,5,5,5,5,5,6,Metro,1,1,1,1,1,2,8,8,8,7,4,4,4,3,45723,43355,7318,39528,36037,10914,4903,11.3,4868,12.3,4792,13.3,3083,28.2
03/01/2023,16009,9,Benewah County,ID,97.7,6095,65.6,6079,69.1,5969,75,5734,79.1,2157,95,5188,55.8,5181,58.9,289,18.6,5094,64,4892,67.5,1913,90.3,2619,50.5,2619,50.6,2606,51.2,2560,52.3,1978,58.5,1224,64,868,43.9,646,52.8,C,10,10,9,10,11,12,Non-metro,6,6,5,6,7,8,12,12,12,10,8,8,8,6,9298,8795,1550,7956,7245,2118,1331,15.1,1319,16.6,1293,17.8,733,34.6
03/01/2023,55107,9,Rusk County,WI,96.7,6478,45.7,6455,48,6331,51.4,6044,53.5,2579,73.3,6022,42.5,6011,44.7,372,17.4,5897,47.8,5639,49.9,2425,68.9,3634,60.3,3634,60.5,3614,61.3,3523,62.5,2923,70.3,1884,77.7,1701,58.2,1242,65.9,B,5,5,5,5,5,7,Non-metro,5,5,5,5,5,7,8,8,8,7,8,8,8,7,14178,13434,2139,12325,11295,3519,1855,13.8,1847,15,1820,16.1,1195,34
03/01/2023,08093,9,Park County,CO,97,10143,53.8,10091,55.6,9866,57.7,9444,59,3097,76.1,9283,49.3,9262,51,586,27.5,9074,53.1,8676,54.2,2873,70.6,5461,58.8,5459,58.9,5418,59.7,5293,61,3875,68.3,2096,73,2204,56.9,1355,64.6,A,1,2,1,2,2,3,Metro,1,2,1,2,2,3,4,4,4,3,4,4,4,3,18845,18146,2129,17092,16017,4070,2655,14.6,2636,15.4,2585,16.1,1294,31.8
03/01/2023,05131,9,Sebastian County,AR,92.1,81968,64.1,81774,68.5,79054,73.5,72936,75.1,18900,90.1,67746,53,67677,56.7,6861,31,65765,61.2,60816,62.6,16193,77.2,28543,42.1,28540,42.2,28328,43.1,27269,44.8,19182,58.5,11011,68,8797,45.9,5872,53.3,D,14,14,14,14,14,15,Metro,2,2,2,2,2,3,15,15,15,15,3,3,3,3,127827,119308,22154,107538,97154,20986,11889,10,11794,11,11507,11.8,6375,30.4
03/01/2023,08069,9,Larimer County,CO,97,282380,79.1,279019,82.2,265958,85.2,248498,86.4,60363,95,254096,71.2,252104,74.3,27341,52.9,240967,77.2,224763,78.1,56581,95,160102,63,159904,63.4,156288,64.9,148526,66.1,84251,77.9,47757,84.4,56930,67.6,35772,74.9,A,3,3,4,3,3,4,Metro,3,3,4,3,3,4,4,4,4,4,4,4,4,4,356899,339418,51651,312264,287767,57774,84376,24.9,82332,26.4,79209,27.5,33962,58.8
03/01/2023,39173,9,Wood County,OH,98.6,86777,66.3,86159,69.5,82406,72.5,76708,73.6,20823,95,82226,62.9,81899,66.1,8918,45.3,78392,69,72981,70,20017,95,47734,58.1,47726,58.3,46783,59.7,44777,61.4,28832,74.8,16556,82.7,17126,59.4,11302,68.3,A,2,3,3,3,3,4,Metro,2,3,3,3,3,4,4,4,4,4,4,4,4,4,130817,123928,19667,113587,104261,20525,21818,17.6,21268,18.7,20555,19.7,10453,50.9
03/01/2023,08059,9,Jefferson County,CO,97,515063,88.4,507157,91.7,483121,94.8,450398,95,108858,95,471813,80.9,467284,84.5,52358,62.6,445403,87.4,414926,88.3,102096,95,295699,62.7,295374,63.2,286921,64.4,272833,65.8,158136,76.3,84563,82.8,104993,66.4,62977,74.5,A,4,4,4,4,4,4,Metro,4,4,4,4,4,4,4,4,4,4,4,4,4,4,582881,553262,83579,509750,469683,98793,157910,28.5,153232,30.1,147233,31.3,60584,61.3
03/01/2023,49033,9,Rich County,UT,97.7,1693,68.2,1684,73,1624,80.8,1524,86.9,519,95,1363,54.9,1359,58.9,128,23.1,1316,65.5,1231,70.2,433,94.5,618,45.3,618,45.5,615,46.7,598,48.6,450,60.1,278,64.2,136,30.2,104,37.4,A,2,2,1,3,3,4,Non-metro,6,6,5,7,7,8,3,3,3,2,7,7,7,6,2483,2307,553,2009,1754,458,189,8.2,186,9.3,179,10.2,119,26
03/01/2023,48461,9,Upton County,TX,98.9,1687,46.1,1686,49.6,1649,55.7,1540,59,407,75.8,1472,40.3,1472,43.3,133,16.8,1441,48.7,1339,51.3,353,65.7,615,41.8,615,41.8,611,42.4,595,44.4,428,59,246,69.7,112,26.2,73,29.7,C,9,9,9,9,10,11,Non-metro,5,5,5,5,6,7,11,11,11,11,7,7,7,7,3657,3401,791,2958,2610,537,106,3.1,105,3.5,102,3.9,63,11.7
03/01/2023,19077,9,Guthrie County,IA,97.3,6849,64.1,6831,67.6,6675,72.4,6314,75.6,2516,95,6438,60.2,6425,63.6,460,26.3,6289,68.2,5965,71.4,2394,95,3781,58.7,3781,58.8,3753,59.7,3685,61.8,2990,72.3,1953,81.6,1769,59.2,1289,66,A,2,2,1,3,3,4,Metro,2,2,1,3,3,4,4,4,4,4,4,4,4,4,10689,10099,1746,9223,8353,2435,1912,18.9,1899,20.6,1871,22.4,1251,51.4
03/01/2023,72001,9,Adjuntas Municipio,PR,97.8,14278,82.2,14248,85.2,13196,85.2,12004,85.3,3023,85.3,13588,78.3,13581,81.2,2119,79.9,12616,81.5,11462,81.5,2888,81.5,9417,69.3,9417,69.3,9317,73.9,8460,73.8,4635,78.4,2370,82.1,1571,33.9,894,37.7,D,15,16,16,16,16,16,Non-metro,7,8,8,8,8,8,16,16,16,16,8,8,8,8,17363,16724,2652,15485,14072,3545,1205,7.2,1188,7.7,1157,8.2,516,14.6
03/01/2023,42035,9,Clinton County,PA,94.9,19913,51.5,19854,54.1,19440,57.7,18625,60.2,6374,86.1,18412,47.7,18388,50.1,1112,19.4,18020,53.5,17276,55.8,5985,80.9,10206,55.4,10206,55.5,10131,56.2,9913,57.4,7601,69.9,4664,77.9,4090,53.8,2872,61.6,C,9,10,9,10,10,12,Non-metro,5,6,5,6,6,8,12,12,12,11,8,8,8,7,38632,36667,5724,33686,30943,7402,4800,13.1,4763,14.1,4689,15.2,2800,37.8
03/01/2023,22005,9,Ascension Parish,LA,96.9,73566,58.1,73357,62.3,70989,68,65416,70.4,14004,90.1,66053,52.2,65949,56,6789,27.4,64097,61.4,59160,63.6,13361,86,26761,40.5,26760,40.6,26557,41.4,25680,43.4,17658,59.7,9724,72.8,6761,38.3,4438,45.6,B,6,6,5,6,6,8,Metro,2,2,1,2,2,4,7,7,7,7,3,3,3,3,126604,117788,24805,104439,92983,15543,7296,6.2,7208,6.9,7053,7.6,3657,23.5
03/01/2023,55093,9,Pierce County,WI,96.7,22334,52.2,22174,54.5,21243,57.1,20019,59,6242,95,19755,46.2,19689,48.4,1900,28.3,18877,50.7,17789,52.4,5777,88.6,11078,56.1,11076,56.3,10847,57.5,10490,59,7421,69.9,4484,77.6,4655,62.7,3154,70.3,A,1,1,1,2,2,4,Metro,1,1,1,2,2,4,4,4,4,3,4,4,4,3,42754,40661,6720,37218,33941,6523,6321,15.5,6170,16.6,6015,17.7,3176,48.7
03/01/2023,26153,9,Schoolcraft County,MI,94.1,4669,57.7,,,,,,,,,4632,57.2,4631,59.8,246,23.6,4583,63.6,4385,65.4,1881,84.4,2828,61.1,2828,61.1,2819,61.5,2757,62.9,2229,69.4,1451,77.1,1127,50.6,860,59.3,B,6,6,5,6,7,8,Non-metro,6,6,5,6,7,8,8,8,8,7,8,8,8,7,8094,7745,1043,7201,6702,2229,743,9.6,735,10.2,723,10.8,471,21.1
03/01/2023,13071,9,Colquitt County,GA,88.8,21712,47.6,21698,51,21329,56.3,20122,59.3,5569,76,18742,41.1,18741,44,1242,14.3,18481,48.8,17499,51.6,5021,68.5,6329,33.8,6328,33.8,6310,34.1,6196,35.4,4348,45.8,2715,54.1,1323,30.4,947,34.9,D,13,13,13,13,14,15,Non-metro,5,5,5,5,6,7,14,14,14,14,6,6,6,6,45600,42570,8661,37856,33909,7332,1549,3.6,1542,4.1,1519,4.5,932,12.7
03/01/2023,13221,9,Oglethorpe County,GA,88.8,7386,48.4,7370,51.1,7202,54.5,6804,56.2,2155,72.9,6644,43.5,6638,46,463,19.9,6514,49.3,6175,51,2018,68.2,3155,47.5,3154,47.5,3141,48.2,3074,49.8,2324,60.2,1428,70.8,1090,46.9,740,51.8,C,9,9,9,9,10,11,Metro,1,1,1,1,2,3,11,11,11,11,3,3,3,3,15259,14424,2325,13225,12099,2958,1316,9.1,1307,9.9,1284,10.6,726,24.5
03/01/2023,13051,9,Chatham County,GA,88.8,194027,67,193109,71.1,187305,75.4,175421,76.6,43875,95,169610,58.6,169249,62.3,14402,33.8,164737,66.3,154847,67.6,40387,87.4,76842,45.3,76827,45.4,76042,46.2,73778,47.6,49251,62.5,28896,71.5,23255,47.2,15604,54,D,14,14,14,15,15,16,Metro,2,2,2,3,3,4,15,15,15,15,3,3,3,3,289430,271672,42588,248416,229084,46192,29961,11,29549,11.9,28842,12.6,14519,31.4
03/01/2023,26073,9,Isabella County,MI,94.1,32826,47,,,,,,,,,31997,45.8,31937,48,2423,27.4,31322,50.6,29514,51.1,7991,86.5,18835,58.9,18833,59,18581,59.3,17961,60.9,11231,73.1,6369,79.7,5312,47.3,3495,54.9,C,9,9,9,10,10,12,Non-metro,5,5,5,6,6,8,12,12,12,11,8,8,8,7,69872,66591,8843,61912,57748,9241,5928,8.9,5792,9.4,5626,9.7,2595,28.1
03/01/2023,21233,9,Webster County,KY,94.1,7016,54.2,7000,58,6874,63,6558,66.1,2104,89.8,6181,47.8,6178,51.2,355,16.5,6086,55.8,5823,58.7,1938,82.7,2695,43.6,2695,43.6,2676,44,2636,45.3,2100,58.6,1319,68.1,916,43.6,660,50,C,9,10,9,10,10,12,Non-metro,5,6,5,6,6,8,11,11,11,11,7,7,7,7,12942,12073,2152,10914,9921,2343,953,7.9,952,8.7,945,9.5,611,26.1
03/01/2023,36115,9,Washington County,NY,97.5,48713,79.6,48549,83.2,47094,87.3,44423,89.2,15211,95,42409,69.3,42280,72.5,3748,43.9,40995,76,38532,77.4,12493,95,24049,56.7,24047,56.9,23841,58.2,22997,59.7,16527,68.7,9323,74.6,8183,49.5,5572,59.8,B,7,7,7,7,7,8,Metro,3,3,3,3,3,4,8,8,8,7,4,4,4,3,61204,58346,8532,53957,49814,12288,11032,18.9,10931,20.3,10737,21.6,6451,52.5
03/01/2023,08083,9,Montezuma County,CO,97,22228,84.9,22024,88.9,21137,94.1,19835,95,5924,95,18926,72.3,18869,76.1,1757,41.3,18237,81.2,17112,83.4,5377,89.6,10647,56.3,10644,56.4,10461,57.4,10083,58.9,7006,69.6,4092,76.1,4165,59.4,2754,67.3,C,11,11,11,12,12,12,Non-metro,7,7,7,8,8,8,12,12,12,11,8,8,8,7,26183,24782,4258,22452,20524,6004,5292,21.4,5191,23.1,5049,24.6,2690,44.8
03/01/2023,21167,9,Mercer County,KY,94.1,13763,62.8,13733,66.6,13408,71.6,12647,74.1,4027,95,12345,56.3,12332,59.8,927,26.1,12072,64.5,11405,66.8,3744,90.4,5942,48.1,5942,48.2,5899,48.9,5758,50.5,4422,62,2643,70.6,2045,46.2,1419,53.7,B,6,6,5,6,7,8,Non-metro,6,6,5,6,7,8,7,7,8,7,7,7,8,7,21933,20614,3548,18729,17066,4142,2398,11.6,2394,12.8,2363,13.8,1474,35.6
03/01/2023,72101,9,Morovis Municipio,PR,97.8,24702,81.4,24632,84.5,22844,84.4,20691,84.5,4486,87.5,23173,76.4,23161,79.4,3622,77.8,21582,79.8,19539,79.8,4206,82.1,15550,67.1,15550,67.1,15464,71.7,13940,71.3,7332,78.1,3431,81.6,2486,33.9,1393,40.6,C,11,11,12,11,11,12,Metro,3,3,4,3,3,4,12,12,12,12,4,4,4,4,30335,29154,4655,27054,24499,5126,1819,6.2,1803,6.7,1772,7.2,833,16.3
03/01/2023,40081,9,Lincoln County,OK,93.8,17553,50.3,17518,53.2,17244,58.2,16384,61.4,5459,84,14722,42.2,14716,44.7,925,14.8,14500,49,13791,51.7,4733,72.9,6264,42.5,6264,42.6,6222,42.9,6104,44.3,4823,55.1,3050,64.4,2284,47.4,1670,54.8,B,5,5,5,5,6,7,Metro,1,1,1,1,2,3,7,7,7,6,3,3,3,2,34877,32901,6235,29616,26666,6496,2998,9.1,2979,10.1,2936,11,1841,28.3
03/01/2023,21159,9,Martin County,KY,94.1,6968,62.2,6965,65.2,6892,70.3,6576,72.9,1500,78.5,6226,55.6,6225,58.3,333,20,6168,62.9,5892,65.3,1351,70.7,2025,32.5,2025,32.5,2019,32.7,1997,33.9,1404,49.4,794,58.8,522,37.2,333,41.9,C,10,10,9,10,11,11,Non-metro,6,6,5,6,7,7,10,10,10,10,6,6,6,6,11195,10685,1667,9806,9018,1912,679,6.4,678,6.9,673,7.5,338,17.7
03/01/2023,29007,9,Audrain County,MO,91.3,11375,44.8,11351,47.7,11150,51.3,10614,54,3901,84.5,10054,39.6,10041,42.2,617,14.9,9881,45.4,9424,47.9,3585,77.6,4945,49.2,4945,49.2,4923,49.8,4835,51.3,3796,61.5,2537,70.8,1934,50.9,1481,58.4,C,9,9,9,9,9,11,Non-metro,5,5,5,5,5,7,11,11,12,11,7,7,8,7,25388,23812,4146,21752,19666,4619,2339,9.8,2327,10.7,2298,11.7,1531,33.1
03/01/2023,29039,9,Cedar County,MO,91.3,5344,37.2,5342,39.9,5294,43.7,5123,47,2220,65.2,4701,32.8,4701,35.1,188,7.6,4671,38.6,4513,41.4,2034,59.8,2385,50.7,2385,50.7,2385,51.1,2368,52.5,2054,62.5,1427,70.2,982,47.8,775,54.3,C,9,9,9,9,9,10,Non-metro,5,5,5,5,5,6,12,12,12,11,8,8,8,7,14349,13380,2486,12107,10894,3403,1033,7.7,1032,8.5,1027,9.4,719,21.1
03/01/2023,21051,9,Clay County,KY,94.1,10326,51.9,10313,55.1,10173,59.3,9665,61.5,2376,76.7,9198,46.2,9194,49.1,540,17.9,9076,52.9,8654,55.1,2204,71.1,3720,40.4,3720,40.5,3707,40.8,3648,42.2,2464,53.1,1414,64.2,808,32.8,538,38,D,13,13,13,14,14,15,Non-metro,5,5,5,6,6,7,15,15,15,14,7,7,7,6,19901,18724,3009,17145,15715,3099,883,4.7,879,5.1,868,5.5,495,16
03/01/2023,19063,9,Emmet County,IA,97.3,5427,58.9,5419,62.2,5315,65.9,5067,69.1,1816,91.3,4995,54.2,4993,57.3,317,23.1,4895,60.7,4676,63.7,1727,86.8,2683,53.7,2682,53.7,2671,54.6,2622,56.1,2041,69.1,1331,77.1,1091,53.5,833,62.6,B,6,6,5,6,6,8,Non-metro,6,6,5,6,6,8,8,8,8,7,8,8,8,7,9208,8708,1371,8065,7337,1989,1169,13.4,1163,14.4,1147,15.6,787,39.6
03/01/2023,21071,9,Floyd County,KY,94.1,23181,65.1,23135,69.1,22619,74.2,21158,76.2,5807,86.6,20838,58.6,20818,62.2,1651,28.9,20454,67.1,19167,69,5430,81,9251,44.4,9243,44.4,9216,45.1,9001,47,6546,59.3,3719,68.5,2513,38.4,1686,45.3,D,14,14,13,15,15,16,Non-metro,6,6,5,7,7,8,15,15,15,15,7,7,7,7,35589,33496,5715,30480,27781,6706,2903,8.7,2892,9.5,2852,10.3,1553,23.2
03/01/2023,33013,9,Merrimack County,NH,93.7,127186,84,126308,87.5,121576,91.1,114064,92.9,34953,95,107804,71.2,107369,74.4,9590,44.5,103752,77.8,97779,79.6,30887,95,65300,60.6,65294,60.8,64430,62.1,61794,63.2,42251,71.6,23736,76.8,24412,57.8,15928,67.1,A,3,3,3,3,3,4,Non-metro,7,7,7,7,7,8,4,4,4,3,8,8,8,7,151391,144343,21555,133440,122788,28273,37051,25.7,36369,27.3,35187,28.7,17755,62.8
03/01/2023,UNK,9,Unknown County,SD,96.7,28161,,28094,,27728,,26929,,9470,,19574,,19552,,536,,19359,,19016,,7487,,11642,59.5,11642,59.5,11620,60,11553,60.8,9824,78.7,7190,95,1705,17.4,1242,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3740,,3718,,3686,,1974,
03/01/2023,13287,9,Turner County,GA,88.8,4699,58.8,4682,63.1,4574,68.5,4305,71.4,1310,82.1,4112,51.5,4108,55.3,305,21.9,4023,60.2,3803,63.1,1227,76.9,1528,37.2,1528,37.2,1516,37.7,1479,38.9,1140,51.2,711,57.9,437,38.3,302,42.5,D,14,14,13,14,14,15,Non-metro,6,6,5,6,6,7,14,14,14,14,6,6,6,6,7985,7422,1393,6680,6029,1596,439,5.9,437,6.5,432,7.2,269,16.9
03/01/2023,18069,9,Huntington County,IN,98.5,20837,57.1,20798,60.4,20315,64.8,19307,67.4,6612,95,19183,52.5,19168,55.6,1301,22.3,18774,59.8,17867,62.4,6234,95,9371,48.9,9371,48.9,9309,49.6,9117,51,7064,61.9,4401,70.6,3052,43.2,2214,50.3,A,2,2,1,2,2,4,Non-metro,6,6,5,6,6,8,3,3,4,3,7,7,8,7,36520,34457,5824,31374,28633,6394,3216,9.3,3192,10.2,3150,11,1979,31
03/01/2023,27123,9,Ramsey County,MN,94.7,452648,82.3,443494,86.5,413360,89.4,381244,90.3,82539,95,415125,75.4,409863,79.9,57751,64,382702,82.7,352112,83.4,79169,95,269771,65,269531,65.8,259555,67.8,243705,69.2,132657,81.7,70379,88.9,97977,73.9,57682,82,C,11,11,12,12,12,12,Metro,3,3,4,4,4,4,12,12,12,12,4,4,4,4,550321,512658,90290,462559,422368,81827,162706,31.7,156448,33.8,148990,35.3,56082,68.5
03/01/2023,28019,9,Choctaw County,MS,98.1,3552,43.3,3552,45.7,3502,49.5,3290,51,1070,58.5,3071,37.4,3071,39.5,215,16.2,3036,42.9,2856,44.2,978,53.5,1169,38.1,1169,38.1,1164,38.3,1144,40.1,930,50.7,590,60.3,305,32.8,208,35.3,C,9,9,9,9,9,10,Non-metro,5,5,5,5,5,6,10,10,11,10,6,6,7,6,8210,7779,1324,7074,6455,1829,269,3.5,269,3.8,267,4.1,169,9.2
03/01/2023,21023,9,Bracken County,KY,94.1,4472,53.9,4464,57.2,4346,61.7,4102,64.6,1353,94.7,4056,48.8,4055,51.9,326,22.3,3956,56.2,3729,58.7,1243,87,1970,48.6,1970,48.6,1962,49.6,1921,51.5,1482,62.5,886,71.3,690,46.6,474,53.5,A,1,2,1,2,2,4,Metro,1,2,1,2,2,4,3,3,4,3,3,3,4,3,8303,7811,1463,7043,6348,1428,786,10.1,781,11.1,761,12,451,31.6
03/01/2023,28155,9,Webster County,MS,98.1,5323,54.9,5317,58.3,5260,63.8,5065,68.4,1748,95,4781,49.3,4777,52.4,211,12.3,4732,57.4,4566,61.6,1648,94.8,2045,42.8,2045,42.8,2041,43.1,2023,44.3,1696,56.2,1068,64.8,536,31.6,368,34.5,C,9,10,9,10,10,12,Non-metro,5,6,5,6,6,8,11,11,11,10,7,7,7,6,9689,9122,1712,8244,7410,1739,457,5,456,5.5,450,6.1,278,16
03/01/2023,48139,9,Ellis County,TX,98.9,117493,63.6,117249,68,113309,73.9,104015,76.6,23833,95,103106,55.8,103044,59.7,11281,30.7,99866,65.1,91763,67.6,21779,89.7,38254,37.1,38254,37.1,37872,37.9,36992,40.3,25805,54.1,14261,65.5,12165,47.1,7826,54.9,C,10,10,10,11,11,12,Metro,2,2,2,3,3,4,10,10,11,11,2,2,3,3,184826,172508,36690,153348,135818,24288,15395,8.9,15239,9.9,14893,11,7550,31.1
03/01/2023,24035,9,Queen Anne's County,MD,98.2,39299,78,39035,81.6,37593,86.1,35081,88.5,10218,95,35303,70.1,35133,73.5,3566,43.5,33850,77.5,31567,79.7,9380,95,20334,57.6,20312,57.8,20025,59.2,19191,60.8,13689,71.3,7622,81.3,8032,58.7,5127,67.3,A,3,3,3,3,3,4,Metro,3,3,3,3,3,4,4,4,4,4,4,4,4,4,50381,47818,8199,43681,39619,9681,9928,20.8,9747,22.3,9439,23.8,4936,51
03/01/2023,26139,9,Ottawa County,MI,94.1,173932,59.6,,,,,,,,,173501,59.5,172877,63.1,17894,34.7,167918,68.1,154983,69.6,41570,91.8,106724,61.5,106704,61.7,103959,61.9,98401,63.5,60708,74.6,34026,81.9,29704,48.9,19166,56.3,A,2,2,2,3,3,4,Metro,2,2,2,3,3,4,4,4,4,4,4,4,4,4,291830,274182,51631,246681,222551,45288,37463,13.7,36003,14.6,34111,15.3,14144,31.2
03/01/2023,30051,9,Liberty County,MT,95.9,819,35,,,,,,,,,816,34.9,816,36.8,43,12.1,807,39.9,773,41.5,335,64.9,470,57.6,470,57.6,470,58.2,469,60.7,389,71.9,264,78.8,229,58.9,176,66.7,B,5,5,5,5,5,6,Non-metro,5,5,5,5,5,6,8,8,8,7,8,8,8,7,2337,2220,356,2022,1864,516,207,9.3,207,10.2,206,11.1,151,29.3
03/01/2023,46063,9,Harding County,SD,96.7,283,21.8,283,23.6,283,26,278,28.1,130,55.1,255,19.6,255,21.2,3,1.4,255,23.5,252,25.5,121,51.3,115,45.1,115,45.1,115,45.1,114,45.2,102,52.8,74,61.2,43,42.2,32,43.2,A,1,1,1,1,1,2,Non-metro,5,5,5,5,5,6,3,3,3,2,7,7,7,6,1298,1201,213,1087,988,236,55,4.6,55,5.1,54,5.5,37,15.7
03/01/2023,17011,9,Bureau County,IL,97.9,21110,64.7,21063,68.1,20420,72.1,19112,74.2,6652,90.6,19212,58.9,19184,62,1702,32.9,18665,65.9,17482,67.9,6213,84.7,11071,57.6,11071,57.7,11001,58.9,10677,61.1,8043,72.3,5062,81.5,4563,56.7,3302,65.2,B,6,6,6,7,7,8,Non-metro,6,6,6,7,7,8,8,8,8,8,8,8,8,8,32628,30932,5178,28322,25754,7339,5190,16.8,5149,18.2,5082,19.7,3251,44.3
03/01/2023,22017,9,Caddo Parish,LA,96.9,140046,58.3,139684,62.2,135700,67.1,127280,69.2,37304,87.6,120084,50,119958,53.4,9611,23.6,117066,57.9,110347,60,34316,80.6,53074,44.2,53058,44.2,52806,45.1,51574,46.7,38740,59.4,23848,69.5,15917,41.1,11238,47.1,D,14,14,13,14,14,16,Metro,2,2,1,2,2,4,15,15,15,15,3,3,3,3,240204,224636,40757,202271,183879,42592,16903,7.5,16823,8.3,16534,9,9618,22.6
03/01/2023,48475,9,Ward County,TX,98.9,5184,43.2,5176,46.9,5107,52.8,4903,57.4,1264,77.6,4309,35.9,4309,39,145,5.8,4270,44.2,4164,48.8,1153,70.8,1415,32.8,1415,32.8,1410,33,1403,33.7,1076,44.6,600,52,297,27.6,196,32.7,C,9,9,9,9,9,11,Non-metro,5,5,5,5,5,7,10,10,10,10,6,6,6,6,11998,11046,2508,9671,8538,1629,338,3.1,336,3.5,332,3.9,188,11.5
03/01/2023,27017,9,Carlton County,MN,94.7,25793,71.9,25467,74.9,24149,78.3,22521,80.8,6286,95,24087,67.1,23912,70.4,2678,43.9,22739,73.7,21234,76.2,6033,95,16131,67,16128,67.4,15762,69.3,14912,70.2,9993,83,5484,90.9,6861,68.7,4348,79.3,A,3,3,3,3,3,4,Metro,3,3,3,3,3,4,4,4,4,4,4,4,4,4,35871,33985,6102,30840,27883,6263,9092,26.8,8884,28.8,8515,30.5,4300,68.7
03/01/2023,53063,9,Spokane County,WA,96,373137,71.4,370284,75.3,356835,79.9,334331,82,89172,95,336352,64.3,334860,68.1,32452,38.8,323054,72.4,302408,74.1,82282,95,178461,53.1,178405,53.3,174750,54.1,167634,55.4,109853,69.4,65058,79.1,65652,59.8,43578,67,C,10,11,10,11,11,12,Metro,2,3,2,3,3,4,12,12,12,11,4,4,4,3,522798,491597,83652,446482,407945,86623,92750,18.9,90686,20.3,87962,21.6,43443,50.2
03/01/2023,01017,9,Chambers County,AL,92.6,13093,39.4,13075,41.7,12886,45,12311,46.7,4101,61.1,11012,33.1,11005,35.1,616,12.2,10857,37.9,10389,39.4,3550,52.9,4503,40.9,4503,40.9,4482,41.3,4415,42.5,3655,54,2227,62.7,1428,39.1,992,44.5,D,13,13,13,13,13,14,Non-metro,5,5,5,5,5,6,15,15,15,14,7,7,7,6,33254,31372,5031,28624,26341,6715,1376,4.4,1369,4.8,1353,5.1,814,12.1
